Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/aircraft,3128,0,7600.0,7153.722937480808,2.8771999996024533,12043.39389100005,257.0,10.43738261479386,0.0,7600,7900,8100,8300,8900,9300,10000,10000,11000,12000,12000
GET,/flights,21928,0,7600.0,7178.681737063872,6.060710000383551,11999.43367800006,71208.0,73.16845459629148,0.0,7600,7900,8100,8300,8800,9300,10000,10000,11000,12000,12000
GET,/routes,6206,0,7600.0,7185.95781813586,2.830797999195056,11947.77252699987,791.0,20.70792727219012,0.0,7600,7900,8200,8300,8900,9400,10000,10000,11000,12000,12000
,Aggregated,31262,0,7600.0,7177.628836866734,2.830797999195056,12043.39389100005,50129.929818949524,104.31376448327546,0.0,7600,7900,8100,8300,8900,9300,10000,10000,11000,12000,12000
